latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.059753,118.125,20.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),rain_sum (mm),sunshine_duration (s),snowfall_sum (cm),precipitation_sum (mm),wind_direction_10m_dominant (°),daylight_duration (s),wind_speed_10m_max (km/h)
2023-12-30,2,4.2,0.00,30612.05,0.00,0.00,288,35679.52,18.8
2023-12-31,0,1.1,0.00,30853.10,0.00,0.00,38,35707.52,14.3
2024-01-01,3,0.6,0.00,31015.84,0.00,0.00,148,35738.46,9.4
2024-01-02,3,1.4,0.00,0.00,0.00,0.00,241,35772.30,12.8
2024-01-03,3,1.6,0.00,19885.96,0.00,0.00,226,35808.97,12.0
2024-01-04,0,3.4,0.00,31476.31,0.00,0.00,192,35848.41,17.4
2024-01-05,3,3.4,0.00,31442.71,0.00,0.00,69,35890.55,13.6
2024-01-06,3,2.1,0.00,31371.62,0.00,0.00,12,35935.34,11.9
2024-01-07,3,0.3,0.00,31725.07,0.00,0.00,87,35982.70,12.3
2024-01-08,3,1.8,0.00,25269.20,0.00,0.00,165,36032.56,15.0
2024-01-09,51,2.8,0.10,17736.63,0.00,0.10,351,36084.88,20.2
2024-01-10,0,0.3,0.00,31886.20,0.00,0.00,198,36139.57,13.1
2024-01-11,0,4.3,0.00,31847.45,0.00,0.00,222,36196.57,16.3
2024-01-12,0,4.1,0.00,31820.41,0.00,0.00,77,36255.83,11.9
2024-01-13,51,6.5,0.10,31955.44,0.00,0.10,134,36317.40,12.4
2024-01-14,51,1.7,0.10,6732.27,0.00,0.10,22,36381.98,24.2
2024-01-15,73,0.3,0.00,28312.90,0.77,1.10,68,36449.55,13.1
2024-01-16,75,3.5,7.60,0.00,0.91,8.90,84,36519.99,16.6
2024-01-17,55,4.7,1.30,0.00,0.00,1.30,323,36593.16,15.6
2024-01-18,71,2.7,0.90,0.00,0.56,1.70,35,36668.95,18.4
2024-01-19,73,1.1,0.00,0.00,0.77,1.10,8,36747.19,18.4
2024-01-20,3,1.7,0.00,1328.29,0.00,0.00,360,36827.77,19.1
2024-01-21,3,-1.7,0.00,27580.18,0.00,0.00,8,36910.57,22.0
2024-01-22,3,-5.0,0.00,32599.88,0.00,0.00,339,36995.45,22.4
2024-01-23,3,-3.4,0.00,32869.42,0.00,0.00,303,37082.29,20.7
2024-01-24,3,-1.7,0.00,32870.19,0.00,0.00,290,37170.96,11.1
2024-01-25,0,-0.9,0.00,32762.22,0.00,0.00,283,37261.34,12.7
2024-01-26,2,1.6,0.00,32870.88,0.00,0.00,284,37353.31,9.1
2024-01-27,3,1.1,0.00,32758.99,0.00,0.00,302,37446.75,11.7
2024-01-28,3,1.0,0.00,33096.99,0.00,0.00,144,37541.55,10.2
2024-01-29,3,3.8,0.00,32638.95,0.00,0.00,110,37637.58,15.2
2024-01-30,3,4.7,0.00,2227.81,0.00,0.00,96,37734.74,13.4
2024-01-31,71,3.3,6.60,0.00,0.35,7.10,39,37832.91,30.2
2024-02-01,73,-2.6,0.00,0.00,2.94,4.20,29,37931.99,24.7
2024-02-02,73,-2.0,0.00,2499.42,2.24,3.20,35,38032.05,17.3
2024-02-03,73,-1.2,0.00,0.00,1.26,1.80,17,38134.09,17.7
2024-02-04,73,-1.8,0.00,0.00,6.37,9.10,349,38238.16,17.3
2024-02-05,3,-2.2,0.00,23390.61,0.00,0.00,315,38344.12,17.1
2024-02-06,3,-0.6,0.00,25845.49,0.00,0.00,24,38451.84,13.7
2024-02-07,3,0.8,0.00,30644.70,0.00,0.00,313,38561.18,8.5
2024-02-08,3,0.7,0.00,27290.67,0.00,0.00,255,38672.03,9.0
2024-02-09,3,3.4,0.00,33902.93,0.00,0.00,228,38784.24,18.4
2024-02-10,3,4.0,0.00,30583.50,0.00,0.00,291,38897.69,11.4
2024-02-11,0,5.9,0.00,34438.26,0.00,0.00,204,39012.25,13.3
2024-02-12,0,9.8,0.00,34865.65,0.00,0.00,176,39127.82,18.2
2024-02-13,1,11.8,0.00,34770.18,0.00,0.00,170,39244.25,15.3
2024-02-14,61,10.9,5.00,30614.38,0.00,5.00,26,39361.46,30.9
2024-02-15,3,3.0,0.00,22839.98,0.00,0.00,44,39479.30,24.7
2024-02-16,0,4.8,0.00,35635.66,0.00,0.00,169,39597.67,16.6
2024-02-17,3,10.8,0.00,35475.01,0.00,0.00,148,39716.46,20.0
2024-02-18,63,15.1,8.80,25200.00,0.00,8.80,213,39835.56,31.4
2024-02-19,55,3.5,3.40,0.00,0.00,3.40,40,39954.87,29.6
2024-02-20,63,-1.0,10.30,0.00,0.00,10.30,36,40074.27,30.1
2024-02-21,73,-2.5,2.50,397.96,2.45,6.00,2,40193.65,27.2
2024-02-22,73,-1.8,0.00,6919.53,0.56,0.70,7,40313.11,24.7
2024-02-23,71,-0.5,0.00,25163.26,0.63,0.90,8,40433.65,18.9
2024-02-24,73,-1.5,0.00,0.00,1.96,2.80,297,40555.36,13.7
2024-02-25,3,1.3,0.00,36111.25,0.00,0.00,333,40678.12,12.5
2024-02-26,3,1.4,0.00,37240.94,0.00,0.00,55,40801.85,18.2
2024-02-27,3,2.2,0.00,36682.42,0.00,0.00,86,40926.41,10.2
2024-02-28,75,3.8,5.30,29503.66,3.99,11.00,37,41051.73,28.4
2024-02-29,73,0.2,1.10,775.31,3.01,5.40,22,41177.71,25.1
2024-03-01,3,0.9,0.00,34567.48,0.00,0.00,265,41304.23,12.2
2024-03-02,1,5.2,0.00,37749.38,0.00,0.00,225,41431.21,23.4
2024-03-03,51,7.9,0.10,36000.00,0.00,0.10,150,41558.54,15.6
2024-03-04,51,7.3,1.40,0.00,0.00,1.40,54,41686.14,17.0
2024-03-05,53,5.5,1.60,0.00,0.00,1.60,22,41813.91,22.9
2024-03-06,3,4.3,0.00,34160.32,0.00,0.00,46,41941.76,16.9
2024-03-07,3,5.7,0.00,26062.60,0.00,0.00,282,42069.59,22.3
2024-03-08,3,4.9,0.00,38720.69,0.00,0.00,325,42197.32,18.7
2024-03-09,3,5.7,0.00,38770.88,0.00,0.00,142,42324.85,14.4
2024-03-10,3,9.1,0.00,33908.99,0.00,0.00,153,42452.08,16.9
2024-03-11,3,11.7,0.00,38149.13,0.00,0.00,303,42578.94,17.4
2024-03-12,3,8.3,0.00,38919.39,0.00,0.00,108,42705.32,20.6
2024-03-13,53,10.1,2.90,25661.48,0.00,2.90,154,42831.31,13.7
2024-03-14,51,9.3,0.30,28216.71,0.00,0.30,142,42957.84,11.2
2024-03-15,3,11.0,0.00,33847.30,0.00,0.00,114,43084.98,13.2
2024-03-16,3,14.5,0.00,26858.61,0.00,0.00,60,43212.66,29.8
2024-03-17,3,8.3,0.00,21160.02,0.00,0.00,79,43340.80,24.5
2024-03-18,3,7.4,0.00,3613.91,0.00,0.00,230,43469.32,16.8
2024-03-19,0,9.0,0.00,39358.15,0.00,0.00,305,43598.12,18.2
2024-03-20,3,9.2,0.00,39391.92,0.00,0.00,118,43727.13,16.4
2024-03-21,3,15.2,0.00,39424.25,0.00,0.00,175,43856.27,22.0
2024-03-22,3,16.3,0.00,29971.95,0.00,0.00,85,43985.46,21.1
2024-03-23,63,11.9,21.40,2651.07,0.00,21.40,74,44114.61,25.1
2024-03-24,61,12.0,7.50,25511.21,0.00,7.50,58,44243.64,27.6
2024-03-25,61,7.8,3.70,261.48,0.00,3.70,349,44372.46,21.7
2024-03-26,3,10.9,0.00,33887.41,0.00,0.00,143,44501.01,14.3
2024-03-27,51,11.1,0.20,0.00,0.00,0.20,155,44629.18,15.4
2024-03-28,3,14.6,0.00,34210.18,0.00,0.00,227,44756.91,27.5
2024-03-29,3,17.1,0.00,40075.96,0.00,0.00,140,44884.10,19.4
2024-03-30,51,16.1,0.20,39600.00,0.00,0.20,79,45010.66,22.9
2024-03-31,3,14.7,0.00,38327.46,0.00,0.00,141,45136.52,13.5
2024-04-01,3,18.7,0.00,37444.38,0.00,0.00,111,45261.57,17.7
2024-04-02,61,14.3,10.70,401.57,0.00,10.70,33,45385.90,21.6
2024-04-03,53,13.5,1.00,4453.33,0.00,1.00,26,45510.38,17.7
2024-04-04,3,11.9,0.00,15054.23,0.00,0.00,60,45635.08,20.3
2024-04-05,3,14.1,0.00,32947.80,0.00,0.00,117,45759.93,10.0
2024-04-06,3,14.5,0.00,33021.93,0.00,0.00,158,45884.84,9.4
2024-04-07,3,15.8,0.00,27620.36,0.00,0.00,166,46009.74,11.5
2024-04-08,3,16.7,0.00,35645.61,0.00,0.00,228,46134.55,13.1
2024-04-09,3,17.1,0.00,38707.94,0.00,0.00,121,46259.17,13.0
2024-04-10,3,16.8,0.00,18459.00,0.00,0.00,150,46383.53,19.3
2024-04-11,3,18.3,0.00,30473.51,0.00,0.00,143,46507.54,11.4
2024-04-12,51,19.2,0.10,38653.27,0.00,0.10,135,46631.11,15.6
2024-04-13,51,18.0,0.40,16000.07,0.00,0.40,120,46754.17,21.6
2024-04-14,61,15.9,4.70,1222.00,0.00,4.70,324,46876.61,18.9
2024-04-15,3,19.4,0.00,36854.60,0.00,0.00,319,46998.34,12.8
2024-04-16,3,18.7,0.00,36655.54,0.00,0.00,88,47119.29,14.5
2024-04-17,3,16.0,0.00,33742.69,0.00,0.00,153,47239.34,10.8
2024-04-18,3,18.8,0.00,39600.00,0.00,0.00,148,47358.40,17.6
2024-04-19,63,15.8,11.60,10491.35,0.00,11.60,80,47476.39,22.9
2024-04-20,3,16.7,0.00,37426.52,0.00,0.00,104,47593.19,17.3
2024-04-21,3,17.6,0.00,35274.33,0.00,0.00,133,47708.72,10.9
2024-04-22,3,19.2,0.00,39311.86,0.00,0.00,133,47823.01,13.0
2024-04-23,53,17.1,1.70,38934.95,0.00,1.70,268,47936.91,19.4
2024-04-24,3,18.9,0.00,43200.00,0.00,0.00,200,48050.50,14.1
2024-04-25,3,20.7,0.00,39037.41,0.00,0.00,146,48163.69,16.4
2024-04-26,3,20.3,0.00,40919.35,0.00,0.00,128,48276.38,13.5
2024-04-27,3,20.1,0.00,37590.57,0.00,0.00,104,48388.50,19.7
2024-04-28,3,17.4,0.00,8776.13,0.00,0.00,65,48499.95,18.7
2024-04-29,3,18.3,0.00,32400.00,0.00,0.00,50,48610.63,25.1
2024-04-30,3,14.2,0.00,3983.69,0.00,0.00,18,48720.45,18.5
2024-05-01,3,17.6,0.00,42094.77,0.00,0.00,229,48829.33,8.9
2024-05-02,3,18.2,0.00,42414.46,0.00,0.00,133,48937.14,10.8
2024-05-03,51,18.3,0.10,32365.15,0.00,0.10,126,49043.82,16.3
2024-05-04,63,17.1,14.30,13138.48,0.00,14.30,77,49149.23,13.3
2024-05-05,51,16.4,0.40,3307.34,0.00,0.40,265,49253.29,11.9
2024-05-06,3,18.6,0.00,43200.00,0.00,0.00,285,49355.89,12.1
2024-05-07,3,19.2,0.00,43200.00,0.00,0.00,359,49456.92,23.9
2024-05-08,3,18.3,0.00,39783.32,0.00,0.00,137,49556.27,11.6
2024-05-09,3,19.4,0.00,41754.75,0.00,0.00,159,49653.83,17.6
2024-05-10,63,23.7,7.70,39600.00,0.00,7.70,192,49749.49,19.8
2024-05-11,53,18.5,1.00,30618.40,0.00,1.00,51,49843.13,24.3
2024-05-12,3,20.2,0.00,43200.00,0.00,0.00,246,49934.79,10.1
2024-05-13,0,22.1,0.00,43210.86,0.00,0.00,202,50025.18,14.2
2024-05-14,3,23.2,0.00,40907.71,0.00,0.00,167,50114.37,37.4
2024-05-15,51,18.9,0.40,42890.33,0.00,0.40,16,50202.27,28.0
2024-05-16,3,23.0,0.00,43200.00,0.00,0.00,204,50288.82,20.1
2024-05-17,53,25.7,1.90,37351.50,0.00,1.90,180,50373.90,23.8
2024-05-18,51,27.3,0.10,39277.93,0.00,0.10,158,50457.45,17.2
2024-05-19,3,24.4,0.00,37636.18,0.00,0.00,142,50539.36,16.5
2024-05-20,3,22.8,0.00,39600.00,0.00,0.00,77,50619.55,22.1
2024-05-21,3,23.4,0.00,26888.36,0.00,0.00,112,50697.93,14.1
2024-05-22,3,24.0,0.00,43200.00,0.00,0.00,162,50774.41,13.0
2024-05-23,0,24.8,0.00,43556.88,0.00,0.00,137,50848.89,13.4
2024-05-24,3,25.4,0.00,39803.98,0.00,0.00,93,50921.29,19.8
2024-05-25,3,25.2,0.00,36494.95,0.00,0.00,126,50991.50,16.6
2024-05-26,61,24.2,2.80,18098.40,0.00,2.80,38,51059.42,24.7
2024-05-27,3,22.2,0.00,40084.48,0.00,0.00,82,51124.97,19.0
2024-05-28,3,23.9,0.00,42355.96,0.00,0.00,127,51188.05,16.1
2024-05-29,51,24.1,0.70,30534.18,0.00,0.70,149,51248.55,24.1
2024-05-30,53,20.5,0.70,12163.05,0.00,0.70,168,51306.39,15.1
2024-05-31,3,25.4,0.00,38938.55,0.00,0.00,75,51361.46,32.4
2024-06-01,3,24.4,0.00,32400.00,0.00,0.00,108,51413.76,13.8
2024-06-02,3,25.1,0.00,26090.02,0.00,0.00,232,51463.72,17.6
2024-06-03,3,25.5,0.00,39600.00,0.00,0.00,85,51511.40,18.8
2024-06-04,51,24.9,0.10,23446.06,0.00,0.10,104,51556.74,17.0
2024-06-05,3,22.3,0.00,13824.52,0.00,0.00,139,51599.71,16.0
2024-06-06,3,23.9,0.00,25200.00,0.00,0.00,125,51640.27,16.9
2024-06-07,51,24.2,0.10,37484.16,0.00,0.10,168,51678.37,11.6
2024-06-08,3,27.3,0.00,31414.07,0.00,0.00,194,51713.97,11.3
2024-06-09,3,29.7,0.00,35308.41,0.00,0.00,198,51747.02,14.5
2024-06-10,3,29.2,0.00,37579.48,0.00,0.00,170,51777.50,18.8
2024-06-11,3,27.7,0.00,44103.86,0.00,0.00,164,51805.36,14.1
2024-06-12,53,29.4,0.50,38336.09,0.00,0.50,138,51830.57,14.0
2024-06-13,3,30.9,0.00,38543.74,0.00,0.00,155,51853.07,16.9
2024-06-14,61,29.0,2.40,35073.31,0.00,2.40,110,51872.86,27.2
2024-06-15,3,28.5,0.00,42981.84,0.00,0.00,62,51889.87,17.1
2024-06-16,61,27.6,3.70,15179.42,0.00,3.70,76,51904.07,22.1
2024-06-17,3,25.9,0.00,20493.52,0.00,0.00,122,51915.44,13.2
2024-06-18,3,28.4,0.00,41602.31,0.00,0.00,145,51923.94,14.6
2024-06-19,3,27.3,0.00,28807.35,0.00,0.00,89,51929.54,21.4
2024-06-20,3,28.2,0.00,43913.47,0.00,0.00,82,51932.21,13.4
2024-06-21,63,27.9,22.50,25750.37,0.00,22.50,176,51931.92,15.9
2024-06-22,51,27.4,0.30,22929.52,0.00,0.30,248,51928.64,15.3
2024-06-23,3,29.6,0.00,40645.41,0.00,0.00,246,51922.39,20.1
2024-06-24,3,25.8,0.00,31268.85,0.00,0.00,87,51913.22,16.4
2024-06-25,3,25.3,0.00,44411.83,0.00,0.00,114,51901.16,15.4
2024-06-26,3,25.6,0.00,42625.86,0.00,0.00,103,51886.25,18.3
2024-06-27,51,26.2,0.30,39290.56,0.00,0.30,141,51868.53,13.8
2024-06-28,53,26.6,1.90,21862.10,0.00,1.90,131,51848.05,21.6
2024-06-29,63,25.7,4.20,15787.48,0.00,4.20,319,51824.84,14.8
2024-06-30,3,28.4,0.00,43266.43,0.00,0.00,153,51798.95,11.6
2024-07-01,63,28.1,21.70,33352.89,0.00,21.70,56,51770.43,24.2
2024-07-02,63,23.9,5.20,19927.48,0.00,5.20,285,51739.30,28.2
2024-07-03,51,28.3,0.20,40972.83,0.00,0.20,181,51705.64,26.8
2024-07-04,63,25.5,17.20,17868.25,0.00,17.20,229,51669.48,29.2
2024-07-05,63,30.1,21.00,26014.81,0.00,21.00,190,51630.86,28.5
2024-07-06,63,28.0,12.10,15132.88,0.00,12.10,226,51589.83,26.0
2024-07-07,65,28.9,38.30,21340.16,0.00,38.30,211,51546.45,15.0
2024-07-08,65,27.2,66.80,6316.09,0.00,66.80,96,51500.77,23.4
2024-07-09,65,26.2,22.80,18951.20,0.00,22.80,325,51452.81,18.2
2024-07-10,3,25.5,0.00,10833.36,0.00,0.00,277,51402.65,8.5
2024-07-11,51,25.4,0.30,24692.30,0.00,0.30,222,51350.23,11.7
2024-07-12,3,26.9,0.00,39108.81,0.00,0.00,122,51295.06,13.6
2024-07-13,51,26.0,0.50,40655.74,0.00,0.50,63,51237.16,18.4
2024-07-14,53,27.3,2.80,39593.36,0.00,2.80,91,51176.62,14.0
2024-07-15,51,27.5,1.50,16639.90,0.00,1.50,156,51113.55,15.6
2024-07-16,65,28.2,27.40,0.00,0.00,27.40,197,51048.04,18.3
2024-07-17,65,26.1,92.30,0.00,0.00,92.30,233,50980.19,23.8
2024-07-18,65,26.2,30.90,10953.53,0.00,30.90,214,50910.10,19.6
2024-07-19,65,27.6,54.00,11323.53,0.00,54.00,173,50837.87,20.9
2024-07-20,63,26.4,25.00,8747.19,0.00,25.00,205,50763.59,20.9
2024-07-21,51,31.0,0.10,39600.00,0.00,0.10,188,50687.37,19.9
2024-07-22,3,31.6,0.00,28503.23,0.00,0.00,194,50609.28,21.7
2024-07-23,3,31.8,0.00,21635.55,0.00,0.00,167,50529.44,12.1
2024-07-24,3,31.3,0.00,42865.79,0.00,0.00,135,50447.93,19.1
2024-07-25,3,29.7,0.00,41197.82,0.00,0.00,114,50364.84,22.0
2024-07-26,61,28.9,5.50,39600.00,0.00,5.50,88,50280.26,27.0
2024-07-27,63,28.2,8.70,6172.05,0.00,8.70,139,50194.29,23.2
2024-07-28,51,30.6,0.30,44409.20,0.00,0.30,172,50107.01,26.0
2024-07-29,0,31.0,0.00,44709.59,0.00,0.00,186,50018.50,20.3
2024-07-30,0,31.7,0.00,44557.43,0.00,0.00,183,49928.86,15.5
2024-07-31,53,31.2,1.40,36912.43,0.00,1.40,209,49838.02,17.8
2024-08-01,63,29.1,6.30,27357.73,0.00,6.30,207,49745.26,18.8
2024-08-02,61,30.0,2.10,41001.49,0.00,2.10,189,49650.52,16.7
2024-08-03,53,30.8,1.60,38657.39,0.00,1.60,162,49553.95,13.2
2024-08-04,51,32.0,0.30,44401.12,0.00,0.30,210,49455.63,16.2
2024-08-05,61,30.1,3.10,33189.56,0.00,3.10,191,49355.69,14.5
2024-08-06,63,28.4,6.70,29676.99,0.00,6.70,124,49254.22,14.8
2024-08-07,63,29.2,7.50,39600.00,0.00,7.50,127,49151.34,12.7
2024-08-08,63,29.0,9.90,26014.05,0.00,9.90,107,49047.14,9.6
2024-08-09,3,31.4,0.00,36000.00,0.00,0.00,153,48941.73,15.1
2024-08-10,55,30.6,1.10,32595.44,0.00,1.10,222,48835.20,18.6
2024-08-11,2,29.2,0.00,44112.16,0.00,0.00,236,48727.66,18.4
2024-08-12,3,30.5,0.00,40257.82,0.00,0.00,122,48619.20,8.1
2024-08-13,63,30.0,5.50,27436.53,0.00,5.50,57,48509.92,12.7
2024-08-14,55,27.9,6.00,30321.59,0.00,6.00,65,48399.90,11.7
2024-08-15,53,28.7,2.00,43072.00,0.00,2.00,58,48289.24,13.8
2024-08-16,53,28.8,0.90,43200.00,0.00,0.90,76,48178.03,14.7
2024-08-17,1,29.2,0.00,43200.00,0.00,0.00,91,48066.35,12.5
2024-08-18,3,29.3,0.00,43029.90,0.00,0.00,116,47954.30,13.7
2024-08-19,61,28.1,7.60,25005.15,0.00,7.60,122,47841.95,12.3
2024-08-20,51,28.7,0.50,43213.19,0.00,0.50,353,47729.23,8.1
2024-08-21,53,28.6,0.90,33408.85,0.00,0.90,276,47615.34,13.5
2024-08-22,53,29.0,1.00,43200.00,0.00,1.00,216,47500.23,12.2
2024-08-23,63,30.0,10.10,40486.82,0.00,10.10,126,47383.98,14.3
2024-08-24,51,29.9,0.20,42973.97,0.00,0.20,112,47266.70,11.6
2024-08-25,3,30.1,0.00,39600.00,0.00,0.00,117,47148.47,16.4
2024-08-26,63,28.5,11.30,21366.32,0.00,11.30,211,47029.39,22.1
2024-08-27,63,25.3,15.50,936.78,0.00,15.50,26,46909.54,30.1
2024-08-28,51,26.7,0.40,39364.47,0.00,0.40,51,46789.02,22.7
2024-08-29,2,27.5,0.00,42949.32,0.00,0.00,74,46667.90,14.8
2024-08-30,0,28.3,0.00,42909.38,0.00,0.00,112,46546.29,7.8
2024-08-31,3,29.4,0.00,42869.43,0.00,0.00,146,46424.24,11.5
2024-09-01,61,30.0,4.80,38678.42,0.00,4.80,54,46301.86,24.5
2024-09-02,3,25.5,0.00,39189.42,0.00,0.00,45,46179.21,24.2
2024-09-03,3,25.1,0.00,42749.36,0.00,0.00,76,46056.39,13.0
2024-09-04,3,27.7,0.00,42709.25,0.00,0.00,135,45933.47,11.3
2024-09-05,53,27.5,2.30,38570.48,0.00,2.30,34,45810.52,19.5
2024-09-06,51,25.0,0.20,6613.31,0.00,0.20,62,45687.63,17.6
2024-09-07,2,27.0,0.00,41647.25,0.00,0.00,74,45564.87,17.7
2024-09-08,3,27.6,0.00,42041.88,0.00,0.00,94,45442.32,20.6
2024-09-09,0,28.6,0.00,41687.11,0.00,0.00,116,45319.89,14.7
2024-09-10,3,28.3,0.00,38210.40,0.00,0.00,58,45196.78,23.5
2024-09-11,63,25.5,27.50,0.00,0.00,27.50,41,45072.90,28.0
2024-09-12,53,26.5,1.10,6798.12,0.00,1.10,58,44948.35,25.2
2024-09-13,55,27.5,3.70,29512.67,0.00,3.70,71,44823.20,8.4
2024-09-14,65,25.3,16.10,30114.34,0.00,16.10,39,44697.54,23.2
2024-09-15,3,23.0,0.00,15158.35,0.00,0.00,43,44571.43,22.2
2024-09-16,63,25.8,11.10,32400.00,0.00,11.10,39,44444.97,30.5
2024-09-17,63,26.1,26.30,16205.56,0.00,26.30,94,44318.23,29.8
2024-09-18,3,27.2,0.00,35302.59,0.00,0.00,97,44191.29,20.4
2024-09-19,51,27.9,0.70,37004.84,0.00,0.70,55,44064.23,22.5
2024-09-20,53,26.0,1.30,36437.19,0.00,1.30,17,43937.12,31.4
2024-09-21,3,19.5,0.00,33316.95,0.00,0.00,10,43810.04,33.6
2024-09-22,3,19.0,0.00,39425.36,0.00,0.00,16,43683.07,22.1
2024-09-23,3,19.5,0.00,38184.74,0.00,0.00,32,43556.28,13.2
2024-09-24,3,21.5,0.00,37170.31,0.00,0.00,352,43429.74,8.6
2024-09-25,3,23.5,0.00,37390.38,0.00,0.00,42,43303.54,9.8
2024-09-26,3,23.7,0.00,36313.60,0.00,0.00,82,43177.76,16.9
2024-09-27,3,23.2,0.00,37410.43,0.00,0.00,99,43052.46,19.0
2024-09-28,3,23.6,0.00,37034.98,0.00,0.00,99,42927.73,17.3
2024-09-29,3,24.7,0.00,36288.13,0.00,0.00,116,42803.49,19.7
2024-09-30,61,22.3,6.50,26820.99,0.00,6.50,358,42678.86,28.3
2024-10-01,3,17.8,0.00,36708.63,0.00,0.00,352,42553.77,23.1
2024-10-02,0,15.2,0.00,36851.17,0.00,0.00,1,42428.30,17.4
2024-10-03,0,16.5,0.00,36862.45,0.00,0.00,73,42302.54,10.8
2024-10-04,3,18.3,0.00,36000.00,0.00,0.00,97,42176.57,13.3
2024-10-05,63,19.8,11.60,27977.44,0.00,11.60,70,42050.48,14.2
2024-10-06,61,17.1,11.70,0.00,0.00,11.70,34,41924.37,10.9
2024-10-07,3,16.9,0.00,14396.44,0.00,0.00,321,41798.30,10.1
2024-10-08,3,16.3,0.00,36196.99,0.00,0.00,93,41672.38,9.8
2024-10-09,3,17.9,0.00,36000.00,0.00,0.00,192,41546.69,13.0
2024-10-10,3,19.5,0.00,34318.20,0.00,0.00,169,41421.31,8.9
2024-10-11,3,20.4,0.00,35037.28,0.00,0.00,138,41296.35,8.2
2024-10-12,51,20.9,0.30,35755.88,0.00,0.30,131,41171.88,15.2
2024-10-13,61,19.2,3.00,9433.65,0.00,3.00,134,41048.01,14.4
2024-10-14,51,20.0,0.10,28737.81,0.00,0.10,280,40924.81,8.5
2024-10-15,3,21.2,0.00,36000.00,0.00,0.00,72,40802.41,17.4
2024-10-16,51,20.1,0.10,26314.67,0.00,0.10,91,40680.87,22.0
2024-10-17,65,20.0,31.80,2764.67,0.00,31.80,118,40560.30,21.0
2024-10-18,51,19.2,1.10,18189.20,0.00,1.10,332,40440.81,31.9
2024-10-19,3,11.3,0.00,26773.60,0.00,0.00,25,40322.31,32.9
2024-10-20,51,13.6,0.50,25262.55,0.00,0.50,17,40203.84,15.0
2024-10-21,61,13.9,6.00,0.00,0.00,6.00,354,40085.30,13.0
2024-10-22,3,12.2,0.00,16423.25,0.00,0.00,314,39966.82,27.8
2024-10-23,0,12.2,0.00,35938.37,0.00,0.00,176,39848.49,8.9
2024-10-24,3,14.9,0.00,35868.79,0.00,0.00,89,39730.41,9.4
2024-10-25,3,16.4,0.00,32520.41,0.00,0.00,54,39612.68,16.3
2024-10-26,3,17.6,0.00,34932.91,0.00,0.00,29,39495.43,13.0
2024-10-27,55,15.3,1.20,0.00,0.00,1.20,23,39378.75,14.5
2024-10-28,2,12.8,0.00,35258.82,0.00,0.00,76,39262.75,13.2
2024-10-29,3,14.8,0.00,35532.73,0.00,0.00,122,39147.55,8.9
2024-10-30,3,15.7,0.00,35094.81,0.00,0.00,74,39033.27,16.3
2024-10-31,3,16.4,0.00,34768.46,0.00,0.00,42,38920.01,16.8
2024-11-01,0,15.6,0.00,34766.58,0.00,0.00,14,38807.90,23.0
2024-11-02,3,15.8,0.00,34763.89,0.00,0.00,80,38697.06,9.2
2024-11-03,3,16.8,0.00,34446.03,0.00,0.00,354,38587.60,24.1
2024-11-04,3,13.0,0.00,29099.67,0.00,0.00,32,38479.66,26.1
2024-11-05,0,11.6,0.00,34442.45,0.00,0.00,19,38373.37,12.0
2024-11-06,1,11.4,0.00,34439.66,0.00,0.00,101,38268.84,10.4
2024-11-07,3,12.0,0.00,33980.95,0.00,0.00,135,38166.21,14.4
2024-11-08,3,13.3,0.00,30094.41,0.00,0.00,101,38065.44,15.3
2024-11-09,53,15.6,3.90,7489.74,0.00,3.90,103,37965.52,10.6
2024-11-10,3,15.5,0.00,18544.35,0.00,0.00,110,37866.37,9.2
2024-11-11,3,16.1,0.00,32505.04,0.00,0.00,154,37768.11,9.4
2024-11-12,3,17.2,0.00,25389.50,0.00,0.00,94,37670.84,16.2
2024-11-13,51,16.8,0.80,13422.88,0.00,0.80,114,37574.70,18.3
2024-11-14,53,17.1,0.60,10522.42,0.00,0.60,42,37479.78,10.9
2024-11-15,53,17.6,2.20,11156.66,0.00,2.20,68,37386.21,12.3
2024-11-16,55,14.6,11.20,0.00,0.00,11.20,21,37294.12,25.1
2024-11-17,3,11.3,0.00,2290.27,0.00,0.00,41,37203.61,20.2
2024-11-18,3,10.4,0.00,13618.73,0.00,0.00,57,37114.82,23.4
2024-11-19,3,9.7,0.00,5290.13,0.00,0.00,58,37027.88,13.7
2024-11-20,3,9.7,0.00,14069.23,0.00,0.00,253,36942.90,9.0
2024-11-21,3,10.1,0.00,31677.96,0.00,0.00,283,36860.02,9.4
2024-11-22,3,10.2,0.00,31098.48,0.00,0.00,50,36779.37,17.2
2024-11-23,3,9.1,0.00,31672.07,0.00,0.00,66,36701.07,16.9
2024-11-24,61,11.1,4.50,27427.27,0.00,4.50,100,36625.29,16.3
2024-11-25,61,7.4,9.60,0.00,0.00,9.60,304,36552.12,28.0
2024-11-26,0,5.4,0.00,31808.32,0.00,0.00,272,36481.72,22.7
2024-11-27,0,5.3,0.00,31928.75,0.00,0.00,275,36414.23,26.2
2024-11-28,0,5.6,0.00,31487.11,0.00,0.00,276,36349.63,23.9
2024-11-29,3,6.6,0.00,31330.17,0.00,0.00,247,36287.18,14.6
2024-11-30,3,8.9,0.00,29548.14,0.00,0.00,180,36226.80,11.8
