latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.059753,118.125,20.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),rain_sum (mm),sunshine_duration (s),snowfall_sum (cm),precipitation_sum (mm),wind_direction_10m_dominant (°),daylight_duration (s),wind_speed_10m_max (km/h)
2021-01-01,0,-2.0,0.00,31557.45,0.00,0.00,223,35764.22,15.0
2021-01-02,3,-0.6,0.00,30557.70,0.00,0.00,122,35799.25,11.7
2021-01-03,3,1.0,0.00,24029.97,0.00,0.00,91,35837.00,10.6
2021-01-04,3,1.6,0.00,27989.08,0.00,0.00,39,35877.42,21.0
2021-01-05,3,-2.2,0.00,3686.74,0.00,0.00,47,35920.46,18.8
2021-01-06,3,-4.3,0.00,28885.16,0.00,0.00,342,35966.08,24.2
2021-01-07,3,-9.2,0.00,31852.92,0.00,0.00,301,36014.25,21.0
2021-01-08,0,-5.7,0.00,31904.30,0.00,0.00,277,36065.00,22.1
2021-01-09,3,-3.6,0.00,31957.06,0.00,0.00,295,36118.92,9.8
2021-01-10,3,-1.1,0.00,28800.00,0.00,0.00,316,36176.00,10.9
2021-01-11,0,-1.9,0.00,31879.68,0.00,0.00,258,36236.12,23.5
2021-01-12,0,2.9,0.00,32123.74,0.00,0.00,222,36299.14,22.1
2021-01-13,0,3.4,0.00,32181.67,0.00,0.00,174,36364.96,16.6
2021-01-14,3,5.6,0.00,32144.89,0.00,0.00,179,36433.43,16.4
2021-01-15,3,2.2,0.00,30154.26,0.00,0.00,32,36504.43,17.6
2021-01-16,3,-1.7,0.00,27173.89,0.00,0.00,13,36577.86,14.9
2021-01-17,0,0.4,0.00,32421.54,0.00,0.00,234,36653.59,19.1
2021-01-18,0,1.6,0.00,32582.55,0.00,0.00,114,36731.49,18.5
2021-01-19,3,3.8,0.00,32544.42,0.00,0.00,122,36811.45,19.8
2021-01-20,3,5.7,0.00,32343.55,0.00,0.00,93,36893.35,12.0
2021-01-21,51,5.7,0.10,12305.06,0.00,0.10,342,36977.08,10.9
2021-01-22,51,2.7,0.10,0.00,0.00,0.10,47,37062.52,15.0
2021-01-23,3,0.8,0.00,18754.70,0.00,0.00,67,37149.56,9.8
2021-01-24,51,4.8,0.20,24937.59,0.00,0.20,73,37238.09,17.5
2021-01-25,55,6.1,10.20,0.00,0.00,10.20,6,37327.99,15.1
2021-01-26,51,3.5,0.10,15286.98,0.00,0.10,49,37419.18,16.6
2021-01-27,3,4.1,0.00,29976.50,0.00,0.00,249,37511.52,21.6
2021-01-28,0,0.5,0.00,33098.36,0.00,0.00,347,37605.10,27.9
2021-01-29,3,3.6,0.00,33216.76,0.00,0.00,199,37700.89,17.6
2021-01-30,3,4.8,0.00,33102.46,0.00,0.00,177,37798.93,10.2
2021-01-31,3,8.8,0.00,33223.59,0.00,0.00,227,37899.07,16.1
2021-02-01,3,5.2,0.00,28807.43,0.00,0.00,41,38001.18,21.8
2021-02-02,0,2.3,0.00,33351.93,0.00,0.00,126,38105.11,12.6
2021-02-03,3,6.0,0.00,33104.70,0.00,0.00,7,38210.74,17.4
2021-02-04,3,5.5,0.00,33739.91,0.00,0.00,157,38317.93,11.7
2021-02-05,3,8.5,0.00,28091.00,0.00,0.00,219,38426.55,18.2
2021-02-06,3,9.2,0.00,33334.82,0.00,0.00,244,38536.47,17.7
2021-02-07,3,5.8,0.00,33894.06,0.00,0.00,50,38647.57,27.6
2021-02-08,3,2.7,0.00,32418.41,0.00,0.00,100,38759.73,13.1
2021-02-09,3,4.3,0.00,34335.36,0.00,0.00,149,38872.82,14.0
2021-02-10,3,6.7,0.00,33189.57,0.00,0.00,99,38986.71,10.0
2021-02-11,3,8.0,0.00,32935.66,0.00,0.00,151,39101.31,17.1
2021-02-12,1,9.6,0.00,33779.79,0.00,0.00,141,39216.49,19.0
2021-02-13,51,11.5,0.80,28424.73,0.00,0.80,146,39332.13,16.8
2021-02-14,55,9.1,3.80,6084.30,0.00,3.80,355,39448.13,24.3
2021-02-15,3,4.1,0.00,28375.79,0.00,0.00,174,39564.38,24.8
2021-02-16,2,4.8,0.00,35566.94,0.00,0.00,35,39680.76,24.7
2021-02-17,0,1.2,0.00,35863.46,0.00,0.00,25,39797.36,10.5
2021-02-18,3,5.0,0.00,35813.57,0.00,0.00,195,39915.20,16.0
2021-02-19,0,12.8,0.00,36243.00,0.00,0.00,232,40034.37,23.3
2021-02-20,0,15.4,0.00,36439.95,0.00,0.00,226,40154.74,23.8
2021-02-21,0,16.4,0.00,36516.37,0.00,0.00,231,40276.20,24.9
2021-02-22,3,9.2,0.00,36593.03,0.00,0.00,70,40398.66,31.8
2021-02-23,3,5.8,0.00,28763.33,0.00,0.00,84,40521.99,29.1
2021-02-24,63,7.1,20.50,23868.11,0.00,20.50,69,40646.09,28.7
2021-02-25,55,4.2,2.50,0.00,0.00,2.50,40,40770.86,33.0
2021-02-26,3,5.5,0.00,0.00,0.00,0.00,48,40896.21,20.4
2021-02-27,3,8.8,0.00,19319.71,0.00,0.00,98,41022.03,14.1
2021-02-28,61,10.2,10.30,3053.15,0.00,10.30,76,41148.21,19.2
2021-03-01,53,2.8,2.40,0.00,0.00,2.40,1,41274.66,26.7
2021-03-02,3,4.4,0.00,38309.64,0.00,0.00,138,41401.29,12.6
2021-03-03,3,6.8,0.00,29370.57,0.00,0.00,155,41527.99,19.9
2021-03-04,3,9.7,0.00,38041.89,0.00,0.00,163,41654.68,10.7
2021-03-05,3,10.6,0.00,34200.96,0.00,0.00,83,41781.25,30.8
2021-03-06,3,4.6,0.00,11727.62,0.00,0.00,40,41907.62,27.8
2021-03-07,3,4.7,0.00,35634.83,0.00,0.00,85,42033.70,11.2
2021-03-08,53,8.4,4.80,27623.66,0.00,4.80,91,42159.38,9.8
2021-03-09,3,9.0,0.00,25209.88,0.00,0.00,145,42284.75,9.8
2021-03-10,53,10.7,0.50,37460.42,0.00,0.50,123,42410.76,15.5
2021-03-11,61,7.3,8.60,0.00,0.00,8.60,36,42537.48,18.6
2021-03-12,3,10.5,0.00,36000.00,0.00,0.00,116,42664.84,7.5
2021-03-13,3,10.3,0.00,6913.62,0.00,0.00,147,42792.76,11.1
2021-03-14,51,12.7,0.10,33675.86,0.00,0.10,144,42921.13,17.3
2021-03-15,55,12.7,2.90,7394.55,0.00,2.90,43,43049.88,20.0
2021-03-16,3,9.1,0.00,39099.91,0.00,0.00,75,43178.93,20.7
2021-03-17,3,9.0,0.00,33808.58,0.00,0.00,81,43308.18,20.8
2021-03-18,51,9.9,0.10,31084.88,0.00,0.10,55,43437.55,22.8
2021-03-19,61,8.6,2.40,0.00,0.00,2.40,37,43566.97,18.7
2021-03-20,51,10.1,0.20,22853.17,0.00,0.20,325,43696.34,17.3
2021-03-21,3,7.5,0.00,33789.88,0.00,0.00,311,43825.59,25.2
2021-03-22,0,9.9,0.00,39792.11,0.00,0.00,237,43954.62,18.2
2021-03-23,3,12.3,0.00,36025.55,0.00,0.00,207,44083.36,21.1
2021-03-24,3,13.6,0.00,39870.40,0.00,0.00,217,44211.71,16.1
2021-03-25,3,15.8,0.00,37277.15,0.00,0.00,139,44339.59,15.3
2021-03-26,63,16.5,11.80,30278.30,0.00,11.80,106,44466.93,18.1
2021-03-27,3,14.0,0.00,6097.74,0.00,0.00,273,44593.62,16.9
2021-03-28,2,17.8,0.00,39692.67,0.00,0.00,205,44719.59,23.4
2021-03-29,3,14.8,0.00,40349.44,0.00,0.00,76,44844.90,20.5
2021-03-30,51,15.0,0.20,36589.79,0.00,0.20,89,44970.44,21.6
2021-03-31,53,11.5,2.50,116.97,0.00,2.50,69,45096.29,24.0
2021-04-01,51,12.1,1.70,0.00,0.00,1.70,60,45222.37,22.4
2021-04-02,53,11.3,7.00,0.00,0.00,7.00,19,45348.60,16.6
2021-04-03,51,10.0,0.40,4109.61,0.00,0.40,7,45474.90,24.8
2021-04-04,2,10.9,0.00,41188.51,0.00,0.00,32,45601.20,21.0
2021-04-05,3,12.2,0.00,26789.31,0.00,0.00,134,45727.41,14.3
2021-04-06,3,13.8,0.00,36000.00,0.00,0.00,122,45853.43,9.0
2021-04-07,3,12.8,0.00,2762.55,0.00,0.00,128,45979.21,8.7
2021-04-08,3,13.2,0.00,41497.73,0.00,0.00,100,46104.65,12.1
2021-04-09,3,14.6,0.00,36157.32,0.00,0.00,148,46229.67,11.3
2021-04-10,3,15.3,0.00,38505.86,0.00,0.00,122,46354.17,21.4
2021-04-11,53,14.3,0.60,3600.00,0.00,0.60,107,46478.08,21.0
2021-04-12,3,15.5,0.00,21635.95,0.00,0.00,307,46601.29,19.4
2021-04-13,3,11.8,0.00,7200.00,0.00,0.00,79,46723.73,24.2
2021-04-14,3,13.2,0.00,37742.39,0.00,0.00,153,46845.30,18.0
2021-04-15,3,16.5,0.00,34278.51,0.00,0.00,198,46965.90,18.3
2021-04-16,3,15.5,0.00,36949.89,0.00,0.00,30,47085.43,27.9
2021-04-17,0,13.0,0.00,42942.88,0.00,0.00,318,47203.82,23.3
2021-04-18,3,14.1,0.00,42679.78,0.00,0.00,186,47321.10,9.4
2021-04-19,3,17.3,0.00,39600.00,0.00,0.00,143,47438.13,15.0
2021-04-20,53,15.6,3.40,240.83,0.00,3.40,93,47554.98,20.9
2021-04-21,63,16.0,17.90,7200.00,0.00,17.90,95,47671.56,22.8
2021-04-22,63,16.7,6.80,3986.07,0.00,6.80,338,47787.79,13.2
2021-04-23,3,16.9,0.00,30372.57,0.00,0.00,19,47903.59,17.6
2021-04-24,51,14.0,0.70,2619.41,0.00,0.70,41,48018.86,28.9
2021-04-25,55,14.5,9.70,0.00,0.00,9.70,72,48133.52,18.7
2021-04-26,55,14.1,7.70,0.00,0.00,7.70,264,48247.47,9.7
2021-04-27,3,16.5,0.00,34693.42,0.00,0.00,256,48360.62,15.3
2021-04-28,3,16.9,0.00,40800.21,0.00,0.00,255,48472.88,23.7
2021-04-29,3,18.0,0.00,39600.00,0.00,0.00,232,48584.14,40.4
2021-04-30,53,16.3,1.70,41768.80,0.00,1.70,306,48694.31,26.5
2021-05-01,3,16.3,0.00,43200.00,0.00,0.00,44,48803.29,28.8
2021-05-02,3,15.2,0.00,38213.67,0.00,0.00,107,48910.96,20.6
2021-05-03,53,18.5,5.20,31952.01,0.00,5.20,93,49017.24,21.2
2021-05-04,51,17.0,0.80,26251.64,0.00,0.80,329,49122.02,23.4
2021-05-05,51,19.6,0.10,40853.62,0.00,0.10,206,49225.18,18.4
2021-05-06,3,21.1,0.00,30610.30,0.00,0.00,225,49326.61,27.8
2021-05-07,3,18.4,0.00,41692.91,0.00,0.00,255,49426.21,17.6
2021-05-08,0,22.1,0.00,43183.06,0.00,0.00,177,49524.00,23.5
2021-05-09,3,23.7,0.00,43200.00,0.00,0.00,151,49620.76,17.7
2021-05-10,3,20.9,0.00,39600.00,0.00,0.00,51,49716.54,29.5
2021-05-11,3,17.1,0.00,16753.58,0.00,0.00,49,49811.25,21.2
2021-05-12,3,20.9,0.00,38947.02,0.00,0.00,94,49904.82,14.8
2021-05-13,61,21.2,6.80,6829.56,0.00,6.80,116,49997.14,16.2
2021-05-14,53,21.4,3.30,0.00,0.00,3.30,90,50088.13,18.8
2021-05-15,63,19.2,30.20,0.00,0.00,30.20,41,50177.69,26.3
2021-05-16,51,15.7,0.60,8046.17,0.00,0.60,330,50265.74,26.7
2021-05-17,3,18.8,0.00,32400.00,0.00,0.00,262,50352.18,10.3
2021-05-18,3,19.9,0.00,38134.84,0.00,0.00,179,50436.89,10.3
2021-05-19,51,18.7,0.90,13829.81,0.00,0.90,122,50519.80,16.3
2021-05-20,3,18.4,0.00,40813.66,0.00,0.00,144,50600.81,13.2
2021-05-21,3,22.5,0.00,39741.15,0.00,0.00,153,50679.80,14.8
2021-05-22,3,23.5,0.00,39675.21,0.00,0.00,149,50756.68,18.6
2021-05-23,3,20.7,0.00,13323.63,0.00,0.00,58,50831.35,18.6
2021-05-24,3,23.5,0.00,43552.81,0.00,0.00,234,50903.70,25.5
2021-05-25,3,22.6,0.00,32400.00,0.00,0.00,194,50973.62,18.9
2021-05-26,51,20.3,0.30,14862.00,0.00,0.30,219,51041.02,23.9
2021-05-27,3,24.9,0.00,43686.28,0.00,0.00,230,51105.78,27.0
2021-05-28,3,22.5,0.00,43396.57,0.00,0.00,292,51167.91,24.8
2021-05-29,3,25.3,0.00,43524.57,0.00,0.00,224,51227.93,21.7
2021-05-30,1,26.5,0.00,43365.21,0.00,0.00,195,51285.88,12.6
2021-05-31,3,27.2,0.00,42483.91,0.00,0.00,150,51341.71,16.8
2021-06-01,3,25.8,0.00,36027.75,0.00,0.00,117,51395.37,22.7
2021-06-02,65,25.1,23.60,28800.00,0.00,23.60,136,51446.80,20.0
2021-06-03,65,20.2,11.60,3737.83,0.00,11.60,308,51495.94,13.2
2021-06-04,0,24.0,0.00,44417.30,0.00,0.00,230,51542.73,21.4
2021-06-05,2,26.4,0.00,43513.18,0.00,0.00,231,51587.13,18.0
2021-06-06,3,27.8,0.00,42582.25,0.00,0.00,194,51629.08,17.8
2021-06-07,3,27.6,0.00,39900.81,0.00,0.00,165,51668.52,17.7
2021-06-08,3,26.2,0.00,36021.77,0.00,0.00,117,51705.39,16.8
2021-06-09,3,25.6,0.00,17752.63,0.00,0.00,56,51739.64,14.7
2021-06-10,3,27.0,0.00,43173.67,0.00,0.00,79,51771.23,14.3
2021-06-11,51,28.1,0.10,41899.70,0.00,0.10,123,51800.09,16.6
2021-06-12,3,28.8,0.00,35669.68,0.00,0.00,142,51826.18,16.1
2021-06-13,61,27.5,8.00,25419.96,0.00,8.00,169,51849.44,15.7
2021-06-14,65,26.7,71.60,1507.99,0.00,71.60,196,51869.83,29.5
2021-06-15,51,25.2,0.30,25786.12,0.00,0.30,43,51887.29,27.1
2021-06-16,51,24.4,0.20,21879.45,0.00,0.20,88,51901.78,16.3
2021-06-17,51,24.3,0.60,7007.90,0.00,0.60,345,51913.27,12.2
2021-06-18,51,22.0,0.80,4126.70,0.00,0.80,281,51921.83,11.9
2021-06-19,3,24.6,0.00,34399.39,0.00,0.00,246,51927.50,13.7
2021-06-20,3,25.7,0.00,44733.45,0.00,0.00,229,51930.31,12.2
2021-06-21,2,27.1,0.00,44734.81,0.00,0.00,195,51930.27,10.8
2021-06-22,1,27.8,0.00,44431.23,0.00,0.00,166,51927.39,10.1
2021-06-23,3,28.0,0.00,43251.07,0.00,0.00,118,51921.71,21.2
2021-06-24,3,28.2,0.00,38072.75,0.00,0.00,127,51913.25,17.7
2021-06-25,61,25.5,5.00,13036.07,0.00,5.00,142,51902.03,15.8
2021-06-26,51,26.6,0.10,34975.43,0.00,0.10,123,51888.07,9.9
2021-06-27,51,27.0,0.40,41787.18,0.00,0.40,80,51871.42,22.2
2021-06-28,3,27.6,0.00,41316.89,0.00,0.00,95,51852.08,13.9
2021-06-29,51,27.8,0.30,33137.88,0.00,0.30,126,51830.10,11.2
2021-06-30,53,28.1,1.90,44230.61,0.00,1.90,123,51805.50,31.1
2021-07-01,3,28.1,0.00,43135.30,0.00,0.00,100,51778.30,18.1
2021-07-02,65,27.1,54.70,35497.50,0.00,54.70,72,51748.56,30.3
2021-07-03,61,25.6,3.90,27272.39,0.00,3.90,317,51716.29,28.2
2021-07-04,3,26.6,0.00,40081.80,0.00,0.00,146,51681.53,15.5
2021-07-05,55,24.3,3.70,24103.95,0.00,3.70,108,51644.31,12.0
2021-07-06,65,24.3,101.90,0.00,0.00,101.90,114,51604.67,13.3
2021-07-07,65,24.3,25.60,0.00,0.00,25.60,76,51562.56,15.0
2021-07-08,3,26.8,0.00,23762.93,0.00,0.00,213,51517.59,15.7
2021-07-09,53,28.1,0.60,40299.32,0.00,0.60,201,51469.76,21.7
2021-07-10,51,29.6,0.20,39600.00,0.00,0.20,201,51419.17,19.3
2021-07-11,3,30.7,0.00,20691.05,0.00,0.00,167,51365.91,22.5
2021-07-12,63,29.2,32.10,17617.86,0.00,32.10,190,51310.06,24.4
2021-07-13,63,28.6,13.60,25588.07,0.00,13.60,179,51251.73,23.2
2021-07-14,61,29.5,3.00,38744.36,0.00,3.00,158,51190.99,22.2
2021-07-15,63,28.8,19.60,25283.25,0.00,19.60,135,51127.95,19.5
2021-07-16,65,25.9,54.10,0.00,0.00,54.10,137,51062.68,21.3
2021-07-17,65,26.1,15.60,25028.36,0.00,15.60,119,50995.29,26.0
2021-07-18,3,27.1,0.00,41833.75,0.00,0.00,99,50925.85,22.3
2021-07-19,3,27.5,0.00,40644.65,0.00,0.00,91,50854.46,19.8
2021-07-20,63,27.7,2.90,18754.73,0.00,2.90,107,50781.20,22.9
2021-07-21,51,27.5,0.20,36416.81,0.00,0.20,104,50706.17,22.1
2021-07-22,51,27.3,0.10,40648.97,0.00,0.10,85,50629.44,17.5
2021-07-23,51,27.0,0.30,5990.30,0.00,0.30,71,50551.10,18.6
2021-07-24,3,27.3,0.00,31648.08,0.00,0.00,61,50471.24,20.0
2021-07-25,51,27.5,0.10,19538.19,0.00,0.10,44,50389.94,21.8
2021-07-26,53,26.8,5.10,13205.73,0.00,5.10,44,50307.27,30.1
2021-07-27,65,25.6,84.60,0.00,0.00,84.60,49,50223.19,52.2
2021-07-28,65,25.4,83.50,0.00,0.00,83.50,111,50136.99,45.1
2021-07-29,51,24.4,0.70,6497.14,0.00,0.70,230,50048.64,25.8
2021-07-30,3,27.2,0.00,40360.48,0.00,0.00,231,49958.28,18.8
2021-07-31,53,29.0,0.80,44407.99,0.00,0.80,163,49866.00,13.5
2021-08-01,61,29.3,3.50,38223.48,0.00,3.50,80,49771.91,17.5
2021-08-02,51,27.6,1.70,40620.41,0.00,1.70,69,49676.13,13.8
2021-08-03,1,27.9,0.00,43040.59,0.00,0.00,79,49578.76,18.9
2021-08-04,51,28.5,0.80,43804.50,0.00,0.80,112,49479.91,14.7
2021-08-05,61,28.4,2.50,40773.01,0.00,2.50,107,49379.67,13.3
2021-08-06,63,27.7,7.00,36504.46,0.00,7.00,80,49278.16,11.9
2021-08-07,51,27.6,1.00,36237.09,0.00,1.00,88,49175.47,13.8
2021-08-08,51,28.1,0.20,40694.35,0.00,0.20,49,49071.70,7.2
2021-08-09,3,27.7,0.00,32049.24,0.00,0.00,215,48966.95,9.0
2021-08-10,3,28.1,0.00,30752.18,0.00,0.00,93,48861.30,12.6
2021-08-11,3,27.7,0.00,29122.99,0.00,0.00,78,48754.86,14.8
2021-08-12,51,26.8,0.50,26815.55,0.00,0.50,64,48647.71,17.0
2021-08-13,61,23.8,16.00,3600.00,0.00,16.00,45,48539.96,19.2
2021-08-14,53,24.8,0.90,43251.33,0.00,0.90,66,48431.67,13.2
2021-08-15,51,26.2,0.10,39600.00,0.00,0.10,87,48322.95,13.8
2021-08-16,3,25.3,0.00,20653.72,0.00,0.00,79,48213.72,10.5
2021-08-17,51,26.7,0.90,42880.51,0.00,0.90,34,48103.18,12.5
2021-08-18,3,25.8,0.00,43405.63,0.00,0.00,80,47991.28,11.8
2021-08-19,61,27.1,3.40,36000.00,0.00,3.40,125,47878.12,16.2
2021-08-20,63,24.5,16.60,14219.80,0.00,16.60,231,47763.81,25.2
2021-08-21,3,25.8,0.00,39621.47,0.00,0.00,131,47648.43,9.9
2021-08-22,63,26.4,13.20,1482.97,0.00,13.20,118,47532.07,21.5
2021-08-23,63,25.2,13.30,10993.40,0.00,13.30,248,47414.84,19.3
2021-08-24,3,25.4,0.00,41132.14,0.00,0.00,244,47296.82,13.7
2021-08-25,51,27.2,0.10,32400.00,0.00,0.10,230,47178.09,19.1
2021-08-26,63,22.8,13.80,2959.55,0.00,13.80,310,47058.75,15.2
2021-08-27,63,21.4,14.90,702.79,0.00,14.90,47,46938.89,13.9
2021-08-28,61,23.1,2.70,17365.37,0.00,2.70,73,46818.59,12.2
2021-08-29,61,25.0,6.50,12181.44,0.00,6.50,99,46697.92,15.5
2021-08-30,63,26.2,4.30,3406.80,0.00,4.30,103,46576.97,14.1
2021-08-31,61,27.0,2.50,32689.51,0.00,2.50,296,46455.83,18.8
2021-09-01,63,23.5,28.00,1993.06,0.00,28.00,49,46334.57,16.1
2021-09-02,51,23.3,0.20,23657.72,0.00,0.20,78,46213.27,11.8
2021-09-03,51,24.7,0.20,39375.38,0.00,0.20,102,46092.02,17.3
2021-09-04,65,23.3,51.90,9949.63,0.00,51.90,113,45970.88,31.2
2021-09-05,3,23.1,0.00,5814.40,0.00,0.00,308,45849.77,20.1
2021-09-06,51,23.3,0.30,16709.91,0.00,0.30,308,45727.89,21.3
2021-09-07,3,21.9,0.00,18864.27,0.00,0.00,309,45605.16,11.5
2021-09-08,3,24.2,0.00,39599.24,0.00,0.00,170,45481.68,11.6
2021-09-09,51,24.5,0.80,22766.95,0.00,0.80,178,45357.52,13.5
2021-09-10,3,25.9,0.00,39737.49,0.00,0.00,133,45232.77,10.4
2021-09-11,3,26.5,0.00,40638.47,0.00,0.00,114,45107.50,13.3
2021-09-12,3,24.8,0.00,38439.66,0.00,0.00,66,44981.80,19.5
2021-09-13,1,24.4,0.00,41942.23,0.00,0.00,38,44855.75,23.7
2021-09-14,3,24.2,0.00,41422.93,0.00,0.00,29,44729.43,18.7
2021-09-15,3,24.1,0.00,37211.40,0.00,0.00,65,44602.91,14.3
2021-09-16,3,23.9,0.00,39035.25,0.00,0.00,73,44476.27,11.6
2021-09-17,3,24.2,0.00,36663.46,0.00,0.00,47,44349.58,11.6
2021-09-18,51,24.5,0.10,38743.50,0.00,0.10,100,44222.93,19.8
2021-09-19,65,25.1,44.30,32178.46,0.00,44.30,154,44096.39,25.3
2021-09-20,51,20.9,0.10,3481.43,0.00,0.10,247,43970.04,28.1
2021-09-21,0,24.2,0.00,39724.14,0.00,0.00,232,43843.94,20.0
2021-09-22,3,26.1,0.00,36147.94,0.00,0.00,122,43718.19,12.1
2021-09-23,3,26.7,0.00,36070.37,0.00,0.00,113,43592.84,20.2
2021-09-24,53,25.7,1.10,32400.00,0.00,1.10,121,43467.98,26.4
2021-09-25,55,23.7,4.40,17812.18,0.00,4.40,110,43343.54,25.4
2021-09-26,51,24.9,1.00,34682.83,0.00,1.00,143,43218.64,20.7
2021-09-27,3,23.2,0.00,13331.68,0.00,0.00,334,43093.21,17.8
2021-09-28,63,22.7,16.50,34029.93,0.00,16.50,26,42967.33,16.6
2021-09-29,0,21.6,0.00,37292.75,0.00,0.00,36,42841.10,10.7
2021-09-30,3,22.9,0.00,36412.36,0.00,0.00,186,42714.59,14.0
2021-10-01,3,24.3,0.00,33108.10,0.00,0.00,179,42587.89,10.1
2021-10-02,3,25.9,0.00,36363.41,0.00,0.00,148,42461.09,18.7
2021-10-03,3,27.9,0.00,33380.79,0.00,0.00,165,42334.25,22.0
2021-10-04,3,27.3,0.00,36000.00,0.00,0.00,100,42207.48,20.2
2021-10-05,53,21.9,1.80,1426.75,0.00,1.80,48,42080.86,26.7
2021-10-06,3,21.9,0.00,25470.64,0.00,0.00,17,41954.46,21.1
2021-10-07,55,17.9,7.70,0.00,0.00,7.70,28,41828.38,20.2
2021-10-08,53,19.4,0.50,3829.79,0.00,0.50,36,41702.70,21.6
2021-10-09,61,22.4,8.30,26236.92,0.00,8.30,354,41577.52,21.4
2021-10-10,63,16.1,18.10,0.00,0.00,18.10,12,41452.92,27.1
2021-10-11,3,16.1,0.00,34900.16,0.00,0.00,28,41328.98,20.1
2021-10-12,3,16.2,0.00,26446.49,0.00,0.00,35,41205.80,18.7
2021-10-13,51,19.5,0.30,36000.00,0.00,0.30,27,41083.48,16.6
2021-10-14,63,19.1,15.80,0.00,0.00,15.80,30,40962.10,17.7
2021-10-15,61,16.7,11.10,0.00,0.00,11.10,7,40841.59,27.8
2021-10-16,3,11.6,0.00,5814.58,0.00,0.00,26,40720.99,29.1
2021-10-17,3,9.9,0.00,36000.00,0.00,0.00,171,40600.24,12.3
2021-10-18,3,12.4,0.00,28843.11,0.00,0.00,202,40479.42,14.4
2021-10-19,3,12.7,0.00,11160.58,0.00,0.00,41,40358.63,23.2
2021-10-20,3,10.4,0.00,0.00,0.00,0.00,338,40237.98,11.7
2021-10-21,51,11.4,0.10,19708.79,0.00,0.10,314,40117.57,12.5
2021-10-22,3,12.7,0.00,36000.00,0.00,0.00,22,39997.48,12.8
2021-10-23,3,13.8,0.00,31526.95,0.00,0.00,98,39877.84,10.4
2021-10-24,3,13.4,0.00,11950.86,0.00,0.00,118,39758.73,9.5
2021-10-25,3,14.1,0.00,35815.54,0.00,0.00,135,39640.29,9.3
2021-10-26,3,15.2,0.00,27717.46,0.00,0.00,122,39522.59,9.6
2021-10-27,3,15.8,0.00,32400.00,0.00,0.00,78,39405.76,11.8
2021-10-28,3,14.4,0.00,25581.33,0.00,0.00,129,39289.91,9.7
2021-10-29,3,14.7,0.00,28984.26,0.00,0.00,171,39175.15,9.3
2021-10-30,0,15.7,0.00,34932.35,0.00,0.00,196,39061.60,9.6
2021-10-31,51,17.2,0.10,30787.08,0.00,0.10,53,38949.37,18.9
2021-11-01,3,14.3,0.00,25200.00,0.00,0.00,63,38838.59,19.7
2021-11-02,51,14.0,0.10,22829.60,0.00,0.10,149,38729.38,12.0
2021-11-03,3,14.9,0.00,31280.45,0.00,0.00,202,38621.85,10.7
2021-11-04,51,16.7,0.20,32400.00,0.00,0.20,109,38515.95,12.3
2021-11-05,53,16.6,2.50,0.00,0.00,2.50,78,38410.69,20.2
2021-11-06,53,17.0,1.60,8971.04,0.00,1.60,97,38305.97,17.7
2021-11-07,71,3.5,20.70,0.00,0.07,20.80,304,38201.91,37.0
2021-11-08,0,4.2,0.00,34434.14,0.00,0.00,285,38098.62,23.7
2021-11-09,0,6.7,0.00,34265.62,0.00,0.00,267,37996.23,20.2
2021-11-10,0,8.0,0.00,33904.98,0.00,0.00,287,37894.84,22.1
2021-11-11,0,7.5,0.00,33989.81,0.00,0.00,297,37794.57,19.4
2021-11-12,0,8.5,0.00,33634.23,0.00,0.00,236,37695.56,11.2
2021-11-13,0,8.9,0.00,33572.05,0.00,0.00,233,37597.91,17.3
2021-11-14,3,9.6,0.00,33366.24,0.00,0.00,205,37501.75,11.2
2021-11-15,3,12.2,0.00,28059.85,0.00,0.00,100,37407.21,9.8
2021-11-16,3,12.2,0.00,32797.29,0.00,0.00,67,37314.43,13.1
2021-11-17,3,11.7,0.00,2836.83,0.00,0.00,195,37223.52,10.6
2021-11-18,3,12.5,0.00,32786.91,0.00,0.00,175,37134.62,13.4
2021-11-19,3,13.7,0.00,29888.83,0.00,0.00,124,37047.88,11.2
2021-11-20,63,14.6,12.20,25227.06,0.00,12.20,83,36963.42,14.1
2021-11-21,3,9.5,0.00,6577.04,0.00,0.00,325,36881.39,28.3
2021-11-22,0,2.6,0.00,32427.61,0.00,0.00,311,36801.91,24.0
2021-11-23,0,4.7,0.00,32411.92,0.00,0.00,224,36725.14,16.9
2021-11-24,0,7.6,0.00,32117.39,0.00,0.00,228,36651.05,18.1
2021-11-25,0,8.9,0.00,31951.90,0.00,0.00,55,36578.82,9.1
2021-11-26,0,8.3,0.00,31502.97,0.00,0.00,65,36508.35,9.7
2021-11-27,3,9.4,0.00,31060.97,0.00,0.00,106,36439.75,16.6
2021-11-28,51,11.3,0.10,26705.53,0.00,0.10,116,36373.11,16.5
2021-11-29,53,10.8,1.10,29691.66,0.00,1.10,290,36308.52,33.4
2021-11-30,51,4.4,0.20,30882.52,0.00,0.20,315,36246.06,28.3
2021-12-01,3,2.9,0.00,31170.92,0.00,0.00,246,36185.84,12.5
2021-12-02,0,5.1,0.00,31291.83,0.00,0.00,248,36127.94,19.8
2021-12-03,0,5.9,0.00,31013.50,0.00,0.00,239,36072.46,9.3
